Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,AST%,AST/TO,3PM,+/-,OFFRTG,DEFRTG,DEFWS,eFG%,TS%,USG%,PIE,MVP,Prior MVPs,DPOY
2015,95.8,Garrett Temple,WAS,10,80,82,40,7.3,2.7,1.8,0.9,0.2,0.8,10.2,2.19,1.1,-0.5,101.6,101.6,94,48.6,52.0,14.0,5.7,0,0,0
2015,95.8,Nick Young,LAL,15,54,82,13,7.3,1.8,0.6,0.4,0.1,0.6,5.8,1.13,1.4,-3.7,98.3,107.9,0.036000000000000004,44.2,48.3,18.2,5.8,0,0,0
2015,95.8,Shane Larkin,BKN,14,78,82,20,7.3,2.3,4.4,1.2,0.2,1.9,30.0,2.34,0.5,-4.4,100.2,109.9,0.028999999999999998,48.1,51.5,17.2,9.4,0,0,0
2015,95.8,Danny Green,SAS,2,79,82,65,7.2,3.8,1.8,1.0,0.8,0.9,9.2,1.88,1.5,6.4,108.1,95.7,147,48.0,49.2,14.3,7.0,0,0,0
2015,95.8,James Ennis III,NOP,12,22,82,11,7.2,1.9,1.0,0.7,0.2,0.9,10.4,1.11,1.2,-2.0,104.7,110.5,16,59.3,62.1,19.6,9.2,0,0,0
2015,95.8,Corey Brewer,HOU,8,82,82,41,7.2,2.4,1.3,1.0,0.2,1.0,10.2,1.4,0.7,-1.1,101.8,104.0,66,43.9,48.1,17.2,6.0,0,0,0
2015,95.8,Jason Smith,ORL,11,76,82,33,7.2,2.9,0.8,0.4,0.9,0.8,8.7,1.09,0.1,-0.5,101.9,103.0,0.054000000000000006,48.9,51.3,21.8,8.8,0,0,0
2015,95.8,Brandon Bass,LAL,15,66,82,16,7.2,4.3,1.1,0.5,0.8,0.6,8.8,1.76,0.0,-0.3,105.3,106.2,49,54.9,61.9,13.6,10.5,0,0,0
2015,95.8,Mike Dunleavy,CHI,9,31,82,13,7.2,2.7,1.3,0.5,0.3,0.8,7.6,1.5,1.3,-2.1,106.5,111.6,16,51.3,54.3,14.1,5.2,0,0,0
2015,95.8,Tyson Chandler,PHX,14,66,82,18,7.2,8.7,1.0,0.5,0.7,1.4,6.4,0.69,0.0,-6.0,96.3,107.9,46,58.3,60.6,12.6,11.7,0,0,0
2015,95.8,Aaron Brooks,CHI,9,69,82,36,7.1,1.5,2.6,0.4,0.1,1.2,26.5,2.2,1.0,-0.2,102.3,102.3,0.059000000000000004,47.1,49.4,22.5,7.3,0,0,0
2015,95.8,Marreese Speights,GSW,1,72,82,64,7.1,3.3,0.8,0.3,0.5,0.9,12.6,0.92,0.3,0.2,105.2,104.1,35,45.8,50.6,29.3,10.9,0,0,0
2015,95.8,David West,SAS,2,78,82,63,7.1,4.0,1.8,0.6,0.7,0.9,15.0,2.1,0.0,4.2,107.5,95.3,106,54.8,57.3,17.5,12.0,0,0,0
2015,95.8,Clint Capela,HOU,8,77,82,39,7.0,6.4,0.6,0.8,1.2,0.8,5.0,0.78,0.0,1.3,105.9,102.2,71,58.2,55.3,15.6,10.5,0,0,0
2015,95.8,Bobby Portis,CHI,9,62,82,29,7.0,5.4,0.8,0.4,0.4,0.9,7.6,0.96,0.3,-2.9,100.4,108.0,33,44.5,46.9,20.3,9.3,0,0,0
2015,95.8,Andre Iguodala,GSW,1,65,82,59,7.0,4.0,3.4,1.1,0.3,1.2,16.5,2.77,0.8,7.0,112.7,99.6,0.12,55.2,56.5,11.7,8.9,0,0,0
2015,95.8,Willie Cauley-Stein,SAC,10,66,82,26,7.0,5.3,0.6,0.7,1.0,0.7,3.8,0.8,0.0,-1.2,105.6,106.8,48,56.3,58.8,13.1,8.8,0,0,0
2015,95.8,John Henson,MIL,12,57,82,22,7.0,3.9,0.9,0.3,1.9,1.1,9.6,0.84,0.0,-2.6,96.6,103.4,0.055999999999999994,56.4,58.0,18.8,10.3,0,0,0
2015,95.8,Luke Babbitt,NOP,12,47,82,16,7.0,3.1,1.1,0.2,0.1,0.5,9.2,2.3,0.9,-0.6,105.7,108.2,33,49.8,52.6,16.8,7.2,0,0,0
2015,95.8,Festus Ezeli,GSW,1,46,82,42,7.0,5.6,0.7,0.4,1.1,0.8,6.0,0.84,0.0,4.8,111.1,96.8,0.09,54.8,55.9,17.7,10.5,0,0,0
2015,95.8,Donald Sloan,BKN,14,61,82,13,7.0,2.8,4.4,0.5,0.1,1.3,29.3,3.35,0.6,-2.0,103.4,107.9,0.040999999999999995,49.4,53.6,16.3,9.9,0,0,0
2015,95.8,Brandan Wright,MEM,6,12,82,6,6.9,3.6,0.5,0.4,1.3,0.8,5.0,0.6,0.0,-4.7,100.0,111.1,16,67.3,66.3,15.2,10.6,0,0,0
2015,95.8,Brandon Jennings,ORL,11,48,82,20,6.9,2.0,3.5,0.6,0.1,1.2,29.8,2.98,1.1,0.3,103.2,102.9,63,45.2,49.1,19.2,9.5,0,0,0
2015,95.8,Patrick Patterson,TOR,2,79,82,54,6.9,4.3,1.2,0.7,0.4,0.8,7.0,1.45,1.3,5.1,110.9,101.7,96,52.1,53.4,12.7,7.8,0,0,0
2015,95.8,Wesley Johnson,LAC,4,80,82,51,6.9,3.1,0.6,1.1,0.7,0.7,4.5,0.91,1.3,1.5,102.7,99.9,92,50.4,51.3,15.3,6.9,0,0,0
2015,95.8,Andrew Nicholson,ORL,11,56,82,22,6.9,3.6,0.4,0.2,0.4,0.7,5.0,0.61,0.7,0.6,100.6,97.8,73,53.7,56.7,20.5,11.9,0,0,0
2015,95.8,Seth Curry,SAC,10,44,82,17,6.8,1.4,1.5,0.5,0.1,0.8,14.8,1.86,1.1,-0.8,104.7,107.0,34,56.7,60.3,17.2,9.1,0,0,0
2015,95.8,Kosta Koufos,SAC,10,78,82,32,6.8,5.4,0.4,0.5,0.9,0.6,3.4,0.69,0.0,-2.9,101.2,107.8,0.037000000000000005,53.2,54.0,15.2,8.8,0,0,0
2015,95.8,Andrea Bargnani,BKN,14,46,82,11,6.6,2.1,0.4,0.1,0.2,0.6,5.1,0.69,0.1,-4.2,95.6,110.2,16,46.1,50.0,22.7,7.3,0,0,0
2015,95.8,Vince Carter,MEM,6,60,82,33,6.6,2.4,0.9,0.6,0.3,0.6,8.9,1.6,1.0,-0.6,104.0,105.6,45,47.4,52.0,17.7,8.0,0,0,0
2015,95.8,Josh Richardson,MIA,3,52,82,29,6.6,2.1,1.4,0.7,0.5,0.7,9.8,2.09,1.0,0.8,104.3,102.5,76,55.0,56.9,13.4,6.6,0,0,0
2015,95.8,Henry Sims,BKN,14,14,82,2,6.5,5.1,0.6,0.6,1.0,0.9,5.4,0.75,0.0,-6.7,96.7,112.4,0.01,42.9,50.4,16.8,7.6,0,0,0
2015,95.8,Ed Davis,POR,5,81,82,43,6.5,7.4,1.1,0.7,0.9,0.8,7.8,1.38,0.0,0.3,104.5,103.5,68,61.1,61.6,12.5,12.3,0,0,0
2015,95.8,Kris Humphries,ATL,3,53,82,29,6.5,4.1,0.7,0.3,0.4,0.7,6.8,0.95,0.6,-1.9,101.2,105.5,43,46.8,51.7,18.9,8.7,0,0,0
2015,95.8,Justise Winslow,MIA,3,78,82,46,6.4,5.2,1.5,0.9,0.3,1.2,7.7,1.24,0.4,1.4,102.7,100.3,122,45.7,48.9,12.2,6.4,0,0,0
2015,95.8,Thabo Sefolosha,ATL,3,75,82,42,6.4,4.5,1.4,1.1,0.5,0.9,9.3,1.57,0.6,-0.3,100.3,98.8,0.11199999999999999,56.3,57.9,12.1,9.6,0,0,0
2015,95.8,Tim Hardaway Jr.,ATL,3,51,82,29,6.4,1.7,1.0,0.4,0.1,0.5,8.9,2.22,0.9,2.0,104.4,97.8,86,52.1,56.3,15.9,8.2,0,0,0
2015,95.8,Maurice Harkless,POR,5,78,82,40,6.4,3.6,0.9,0.6,0.4,0.8,6.8,1.08,0.5,0.4,106.8,105.5,0.05,52.2,54.1,15.3,8.0,0,0,0
2015,95.8,Boris Diaw,SAS,2,76,82,64,6.4,3.1,2.3,0.3,0.3,1.3,18.2,1.81,0.3,3.8,106.6,96.4,102,56.0,58.2,16.4,9.9,0,0,0
2015,95.8,Leandro Barbosa,GSW,1,68,82,60,6.4,1.7,1.2,0.6,0.1,0.8,11.2,1.55,0.6,0.6,106.0,103.4,53,51.5,54.5,17.4,7.2,0,0,0
2015,95.8,Aron Baynes,DET,8,81,82,43,6.3,4.7,0.6,0.3,0.6,0.8,7.0,0.76,0.0,-0.7,101.0,104.4,45,50.5,56.3,18.4,11.2,0,0,0
2015,95.8,Shaun Livingston,GSW,1,78,82,69,6.3,2.2,3.0,0.7,0.3,1.0,22.2,3.04,0.0,2.7,109.0,102.1,0.07,53.8,58.1,14.0,9.5,0,0,0
2015,95.8,Timofey Mozgov,CLE,1,76,82,52,6.3,4.4,0.4,0.3,0.8,0.9,3.9,0.46,0.0,0.0,104.6,104.0,0.054000000000000006,56.7,59.3,16.0,8.9,0,0,0
2015,95.8,Donatas Motiejunas,HOU,8,37,82,19,6.2,2.9,1.1,0.5,0.1,1.2,11.6,0.93,0.4,1.2,105.5,101.5,0.057999999999999996,47.8,50.4,21.4,6.6,0,0,0
2015,95.8,PJ Hairston,MEM,6,66,82,31,6.2,2.6,0.6,0.5,0.2,0.6,4.5,0.93,1.1,-2.9,102.4,108.4,0.036000000000000004,44.1,47.0,16.1,3.9,0,0,0
2015,95.8,Mike Scott,ATL,3,75,82,46,6.2,2.7,1.0,0.3,0.2,0.6,10.6,1.86,0.8,1.5,99.7,94.4,94,55.1,57.5,17.1,10.0,0,0,0
2015,95.8,Paul Pierce,LAC,4,68,82,44,6.1,2.7,1.0,0.5,0.3,0.9,8.8,1.22,1.1,0.8,104.1,103.0,62,45.7,48.9,17.7,5.8,0,0,0
2015,95.8,Trey Lyles,UTA,9,80,82,38,6.1,3.7,0.7,0.3,0.2,0.8,7.2,0.91,0.6,-0.6,101.6,103.3,57,49.4,51.7,17.8,9.0,0,0,0
2015,95.8,T.J. McConnell,PHI,15,81,82,10,6.1,3.1,4.5,1.2,0.1,1.7,36.0,2.62,0.4,-3.4,98.4,106.5,46,50.3,51.1,16.7,11.6,0,0,0
2015,95.8,Channing Frye,CLE,1,70,82,35,6.1,3.3,1.0,0.4,0.4,0.6,8.6,1.65,1.3,1.5,106.8,102.0,63,56.9,58.6,15.3,8.8,0,0,0
2015,95.8,Tyler Zeller,BOS,3,60,82,38,6.1,3.0,0.5,0.2,0.4,0.8,7.3,0.63,0.0,-1.1,98.0,102.3,0.044000000000000004,47.6,53.9,22.5,10.2,0,0,0
2015,95.8,Mario Hezonja,ORL,11,79,82,33,6.1,2.2,1.4,0.5,0.2,1.2,11.3,1.12,0.8,0.0,102.6,102.7,63,51.3,54.1,16.6,6.5,0,0,0
2015,95.8,Dante Cunningham,NOP,12,80,82,28,6.1,3.0,1.0,0.5,0.4,0.5,5.6,1.88,0.7,-3.5,103.0,109.3,0.036000000000000004,51.8,54.0,11.0,4.7,0,0,0
2015,95.8,Josh Smith,HOU,8,55,82,31,6.0,3.5,1.6,0.6,0.9,1.4,17.2,1.17,0.7,-1.4,96.7,101.5,63,42.3,43.9,22.1,6.6,0,0,0
2015,95.8,Jonathon Simmons,SAS,2,55,82,47,6.0,1.7,1.1,0.4,0.1,1.0,10.8,1.09,0.3,1.7,107.2,101.0,61,54.1,58.6,18.3,7.1,0,0,0
2015,95.8,Duje Dukan,SAC,10,1,82,0,6.0,4.0,1.0,1.0,0.0,0.0,6.7,0.0,2.0,-8.0,86.5,101.9,92,30.0,30.0,15.4,1.3,0,0,0
2015,95.8,Alexis Ajinca,NOP,12,59,82,20,6.0,4.6,0.5,0.3,0.6,0.9,5.9,0.57,0.0,-1.1,98.8,101.4,0.057999999999999996,47.6,51.4,20.1,9.5,0,0,0
2015,95.8,Spencer Hawes,CHA,3,57,82,30,6.0,4.3,1.9,0.4,0.5,1.0,17.1,1.88,0.7,0.8,101.1,99.3,83,46.7,50.8,16.8,9.4,0,0,0
2015,95.8,Roy Hibbert,LAL,15,81,82,17,5.9,4.9,1.2,0.4,1.4,0.9,8.2,1.25,0.0,-8.4,95.8,113.7,2,44.3,50.7,13.0,6.0,0,0,0
2015,95.8,JJ Hickson,WAS,10,35,82,17,5.9,3.8,0.7,0.4,0.4,0.7,9.1,0.92,0.0,-1.7,96.7,104.0,39,51.6,51.4,22.0,10.7,0,0,0
2015,95.8,Raul Neto,UTA,9,81,82,40,5.9,1.5,2.1,0.8,0.0,1.3,19.0,1.6,0.8,0.9,103.2,99.9,81,50.7,53.0,17.2,7.0,0,0,0
2015,95.8,Jason Terry,HOU,8,72,82,37,5.9,1.1,1.4,0.7,0.1,0.7,12.5,2.1,1.3,0.4,106.1,106.9,39,52.5,54.0,14.6,6.2,0,0,0
2015,95.8,Trevor Booker,UTA,9,79,82,39,5.9,5.7,1.1,0.7,0.5,1.0,8.3,1.02,0.2,0.8,102.4,98.9,99,50.5,53.3,14.1,10.0,0,0,0
2015,95.8,Markel Brown,BKN,14,62,82,12,5.9,2.0,1.5,0.6,0.2,0.9,14.2,1.69,0.6,-3.8,102.5,113.5,3,45.3,50.0,18.3,6.5,0,0,0
2015,95.8,Randy Foye,OKC,3,81,82,37,5.9,1.9,2.0,0.5,0.4,1.1,14.4,1.87,0.9,0.3,104.1,103.1,68,42.8,46.1,15.7,5.1,0,0,0
2015,95.8,Dwight Powell,DAL,6,69,82,35,5.8,4.0,0.6,0.5,0.3,0.6,7.7,1.1,0.0,-1.2,97.7,100.0,65,49.7,55.7,17.5,11.7,0,0,0
2015,95.8,Amar'e Stoudemire,MIA,3,52,82,30,5.8,4.3,0.5,0.3,0.8,0.9,5.4,0.57,0.0,0.2,103.6,103.6,47,56.6,59.9,17.6,10.9,0,0,0
2015,95.8,Iman Shumpert,CLE,1,54,82,39,5.8,3.8,1.7,1.0,0.4,1.1,10.0,1.61,0.8,3.4,108.2,100.4,105,44.4,47.5,13.0,6.1,0,0,0
2015,95.8,Rondae Hollis-Jefferson,BKN,14,29,82,7,5.8,5.3,1.5,1.3,0.6,0.9,10.0,1.65,0.1,-2.1,98.9,102.1,0.08,47.1,51.9,13.1,9.6,0,0,0
2015,95.8,Xavier Munford,MEM,6,14,82,3,5.7,2.2,1.6,0.9,0.2,1.1,13.6,1.47,0.6,-1.8,105.5,110.7,0.018000000000000002,47.4,48.1,16.8,6.4,0,0,0
2015,95.8,Jarell Martin,MEM,6,27,82,10,5.7,3.2,0.6,0.3,0.3,0.7,6.5,0.79,0.0,-1.4,102.0,106.1,35,46.6,53.4,17.9,7.1,0,0,0
2015,95.8,Greivis Vasquez,MIL,12,23,82,9,5.7,2.0,4.0,0.4,0.0,1.7,32.0,2.28,0.8,-4.1,99.2,108.9,31,39.1,43.5,18.4,6.1,0,0,0
2015,95.8,Ty Lawson,IND,7,66,82,31,5.7,1.8,3.6,0.8,0.1,1.4,25.1,2.49,0.5,-2.4,99.9,105.6,57,44.4,47.6,14.5,6.8,0,0,0
2015,95.8,Bryce Dejean-Jones,NOP,12,14,82,8,5.6,3.4,1.1,0.7,0.1,0.8,7.6,1.36,0.9,-2.8,100.0,106.8,0.044000000000000004,49.3,50.5,14.0,7.0,0,0,0
2015,95.8,Troy Daniels,CHA,3,43,82,25,5.6,1.3,0.5,0.3,0.1,0.6,8.3,0.88,1.4,-1.0,100.1,105.2,31,63.4,63.4,19.5,9.8,0,0,0
2015,95.8,Richaun Holmes,PHI,15,51,82,7,5.6,2.6,0.6,0.4,0.8,0.6,7.3,1.03,0.2,-1.0,102.8,106.3,33,53.2,56.4,17.1,8.2,0,0,0
2015,95.8,Jerian Grant,NYK,13,76,82,29,5.6,1.9,2.3,0.7,0.1,1.1,23.6,2.03,0.3,-2.2,97.3,103.9,53,42.2,47.9,18.5,8.2,0,0,0
2015,95.8,Anthony Morrow,OKC,3,68,82,46,5.6,0.9,0.4,0.3,0.1,0.3,3.7,1.41,1.2,1.6,110.9,105.6,35,52.7,54.3,16.7,5.7,0,0,0
2015,95.8,Tiago Splitter,ATL,3,36,82,21,5.6,3.3,0.8,0.6,0.3,0.7,7.7,1.25,0.0,2.8,103.1,94.8,96,52.3,57.1,15.0,8.8,0,0,0
2015,95.8,Norman Powell,TOR,2,49,82,32,5.6,2.3,1.0,0.6,0.2,0.7,10.2,1.47,0.7,1.3,108.9,104.2,45,50.2,54.1,17.4,8.7,0,0,0
2015,95.8,Richard Jefferson,CLE,1,74,82,51,5.5,1.7,0.8,0.4,0.2,0.6,7.0,1.37,0.9,-0.6,100.6,102.0,67,56.4,58.5,13.3,6.0,0,0,0
2015,95.8,Larry Nance Jr.,LAL,15,63,82,14,5.5,5.0,0.7,0.9,0.4,0.7,5.5,1.07,0.0,-1.5,101.4,104.8,57,52.8,54.4,12.4,9.0,0,0,0
2015,95.8,Bismack Biyombo,TOR,2,82,82,56,5.5,8.0,0.4,0.2,1.6,0.9,2.5,0.41,0.0,1.0,104.4,101.3,87,54.2,58.6,11.4,10.5,0,0,0
2015,95.8,Boban Marjanovic,SAS,2,54,82,47,5.5,3.6,0.4,0.2,0.4,0.5,7.2,0.72,0.0,1.0,106.8,102.3,34,60.3,66.2,22.0,18.1,0,0,0
2015,95.8,Cole Aldrich,LAC,4,60,82,41,5.5,4.8,0.8,0.8,1.1,1.1,10.7,0.78,0.0,-0.4,99.1,99.8,0.057999999999999996,59.6,62.6,18.5,14.6,0,0,0
2015,95.8,Lavoy Allen,IND,7,79,82,43,5.4,5.4,1.0,0.3,0.5,0.9,7.0,1.1,0.0,2.4,104.8,98.9,0.09300000000000001,51.6,53.2,12.8,9.0,0,0,0
2015,95.8,Andrew Bogut,GSW,1,70,82,62,5.4,7.0,2.3,0.5,1.6,1.2,14.5,1.95,0.0,5.7,112.0,97.9,0.10300000000000001,62.9,62.3,11.5,10.6,0,0,0
2015,95.8,Ronnie Price,PHX,14,62,82,20,5.3,1.6,2.4,1.2,0.2,1.1,18.7,2.1,1.1,-1.2,98.3,100.6,0.08199999999999999,49.7,51.7,13.5,5.7,0,0,0
2015,95.8,Anthony Tolliver,DET,8,72,82,36,5.3,3.2,0.7,0.4,0.2,0.4,5.8,1.86,1.4,0.1,102.3,102.4,67,53.3,54.3,12.2,7.6,0,0,0
2015,95.8,Tony Snell,CHI,9,64,82,33,5.3,3.1,1.0,0.3,0.3,0.8,7.0,1.21,0.9,1.5,101.5,97.3,106,45.4,47.8,13.4,5.4,0,0,0
2015,95.8,Quincy Acy,SAC,10,59,82,21,5.2,3.2,0.5,0.5,0.4,0.5,4.5,1.0,0.3,-2.1,99.2,105.2,0.040999999999999995,60.0,62.9,12.8,8.9,0,0,0
2015,95.8,Miles Plumlee,MIL,12,61,82,23,5.1,3.8,0.3,0.3,0.8,0.7,3.0,0.4,0.0,-1.7,98.0,103.6,46,60.1,60.6,15.1,10.9,0,0,0
2015,95.8,Charlie Villanueva,DAL,6,62,82,29,5.1,2.5,0.4,0.3,0.2,0.5,6.3,0.77,0.8,-1.4,97.2,105.2,0.03,45.4,47.3,23.6,8.4,0,0,0
2015,95.8,Nemanja Bjelica,MIN,13,60,82,20,5.1,3.5,1.4,0.4,0.4,0.8,11.5,1.74,0.8,-2.1,101.9,107.6,0.036000000000000004,57.0,59.4,12.3,7.3,0,0,0
2015,95.8,JaKarr Sampson,DEN,10,73,82,18,5.1,2.6,0.6,0.3,0.5,1.0,6.2,0.66,0.2,-3.2,98.2,105.3,0.044000000000000004,46.4,50.4,16.5,4.7,0,0,0
2015,95.8,Tim Frazier,NOP,12,51,82,25,5.1,2.2,3.2,0.6,0.0,1.3,33.9,2.49,0.3,-0.6,102.8,104.6,42,45.4,49.9,19.2,10.0,0,0,0
2015,95.8,JaVale McGee,DAL,6,34,82,15,5.1,3.9,0.1,0.1,0.8,0.6,1.5,0.14,0.0,-1.6,96.2,102.4,0.04,57.5,57.4,20.6,12.2,0,0,0
2015,95.8,James Johnson,TOR,2,57,82,35,5.0,2.2,1.2,0.5,0.6,0.9,11.3,1.24,0.4,0.1,104.9,105.1,45,51.7,53.2,15.7,6.7,0,0,0
2015,95.8,Ron Artest,LAL,15,35,82,6,5.0,2.5,0.8,0.6,0.3,0.4,7.8,1.8,0.7,-1.9,96.5,101.4,65,38.4,43.5,16.2,4.7,0,0,0
2015,95.8,Alan Anderson,WAS,10,13,82,8,5.0,2.1,1.1,0.3,0.1,0.2,11.2,7.0,0.9,2.3,104.5,96.3,0.08199999999999999,45.8,49.5,15.1,6.7,0,0,0
2015,95.8,Cameron Payne,OKC,3,57,82,44,5.0,1.5,1.9,0.6,0.1,0.8,24.1,2.45,0.6,-0.5,104.1,105.9,31,47.5,49.0,19.9,8.9,0,0,0
2015,95.8,Sasha Vujacic,NYK,13,61,82,22,4.9,2.4,1.4,0.6,0.1,0.7,14.6,1.91,0.9,-0.7,102.5,103.9,48,47.7,50.3,15.9,7.8,0,0,0
2015,95.8,Spencer Dinwiddie,CHI,9,12,82,5,4.8,1.4,1.8,0.3,0.0,0.6,29.7,3.14,0.1,-4.7,82.1,101.3,51,36.1,42.3,20.7,5.6,0,0,0
2015,95.8,Andre Roberson,OKC,3,70,82,48,4.8,3.6,0.7,0.8,0.6,0.5,3.9,1.34,0.5,3.7,110.9,101.7,85,55.5,56.6,9.2,5.8,0,0,0
2015,95.8,Kyle O'Quinn,NYK,13,65,82,26,4.8,3.8,1.1,0.3,0.8,0.9,16.1,1.18,0.1,-0.9,99.9,103.8,38,48.5,52.0,20.6,12.3,0,0,0
2015,95.8,Chris McCullough,BKN,14,24,82,7,4.7,2.8,0.4,1.2,0.5,0.6,3.8,0.6,0.5,-5.0,101.1,115.8,-8,46.3,47.0,15.8,5.6,0,0,0
2015,95.8,Willie Reed,BKN,14,39,82,8,4.7,3.1,0.3,0.2,0.8,0.4,3.9,0.63,0.0,-2.1,97.2,104.4,33,57.1,57.9,17.5,11.4,0,0,0
2015,95.8,Beno Udrih,MEM,6,44,82,26,4.7,1.6,2.6,0.3,0.0,1.2,25.6,2.19,0.3,-0.5,100.0,101.7,62,47.2,49.6,16.7,7.7,0,0,0
2015,95.8,Justin Holiday,CHI,9,53,82,28,4.5,1.7,1.1,0.6,0.4,0.7,11.1,1.44,0.7,-1.7,100.5,104.5,0.044000000000000004,46.5,48.9,16.0,5.9,0,0,0
2015,95.8,Jordan McRae,CLE,1,22,82,10,4.5,0.9,1.1,0.1,0.0,0.7,21.6,1.67,0.5,2.0,107.0,94.3,55,50.0,54.8,24.4,9.6,0,0,0
2015,95.8,Nikola Pekovic,MIN,13,12,82,2,4.5,1.8,0.9,0.1,0.0,0.8,13.1,1.22,0.0,-5.3,96.0,115.9,-0.006999999999999999,38.0,45.9,20.4,3.3,0,0,0
2015,95.8,Kyle Anderson,SAS,2,78,82,64,4.5,3.1,1.6,0.8,0.4,0.8,14.0,2.08,0.2,2.6,106.1,97.5,0.08199999999999999,48.8,52.8,14.3,10.2,0,0,0
2015,95.8,Tyler Ennis,MIL,12,46,82,17,4.5,1.6,2.1,0.5,0.0,1.0,22.5,2.07,0.3,-1.5,98.3,104.1,0.044000000000000004,48.4,51.0,16.8,7.5,0,0,0
2015,95.8,Marcelo Huertas,LAL,15,53,82,8,4.5,1.7,3.4,0.5,0.1,1.5,32.7,2.28,0.3,0.4,102.9,101.1,65,45.7,48.8,16.1,8.0,0,0,0
2015,95.8,Alonzo Gee,NOP,12,73,82,27,4.5,3.4,1.0,0.9,0.2,0.8,6.3,1.31,0.2,-2.7,100.3,104.7,66,55.1,57.2,9.1,5.3,0,0,0
2015,95.8,Briante Weber,MIA,3,7,82,3,4.4,3.6,3.0,1.3,0.4,1.3,17.5,2.33,0.0,-9.6,97.9,119.2,-39,35.9,38.0,11.7,5.9,0,0,0
2015,95.8,Dewayne Dedmon,ORL,11,58,82,21,4.4,3.9,0.2,0.4,0.8,0.6,2.9,0.41,0.0,-0.6,102.3,103.5,0.04,55.9,60.6,15.1,10.9,0,0,0
2015,95.8,Steve Blake,DET,8,58,82,34,4.4,1.5,3.4,0.4,0.1,1.4,31.1,2.47,0.9,-1.0,99.0,102.3,62,49.6,51.0,14.3,7.8,0,0,0
2015,95.8,Jonas Jerebko,BOS,3,78,82,47,4.4,3.7,0.8,0.3,0.3,0.7,7.8,1.19,0.6,0.4,101.1,98.1,76,48.8,53.1,13.3,8.0,0,0,0
2015,95.8,Thomas Robinson,BKN,14,71,82,16,4.3,5.1,0.6,0.5,0.5,1.0,8.0,0.67,0.0,-3.9,96.6,110.3,15,44.7,45.3,18.6,9.1,0,0,0
2015,95.8,C.J. Watson,ORL,11,33,82,14,4.3,2.0,2.7,0.6,0.2,0.8,18.0,3.52,0.4,-1.5,104.3,107.8,0.04,39.4,46.1,11.7,5.9,0,0,0
2015,95.8,Joakim Noah,CHI,9,29,82,15,4.3,8.8,3.8,0.6,1.0,1.8,25.6,2.12,0.0,-1.2,98.8,99.9,0.09699999999999999,38.3,40.6,13.7,11.5,0,0,0
2015,95.8,Jeff Withey,UTA,9,51,82,25,4.3,3.4,0.4,0.4,1.0,0.5,5.1,0.71,0.0,1.1,100.8,97.8,65,53.7,57.7,14.9,11.3,0,0,0
2015,95.8,Brandon Rush,GSW,1,72,82,63,4.2,2.5,0.8,0.3,0.3,0.5,7.2,1.73,0.9,-0.4,107.8,108.7,24,55.2,56.0,12.5,7.1,0,0,0
2015,95.8,Joe Ingles,UTA,9,81,82,40,4.2,1.9,1.2,0.7,0.0,0.8,12.5,1.48,1.0,0.0,99.4,100.3,67,56.5,57.2,12.8,7.9,0,0,0
2015,95.8,Ryan Kelly,LAL,15,36,82,3,4.2,3.4,0.6,0.4,0.3,0.5,7.0,1.11,0.1,0.0,99.0,97.8,68,38.6,44.0,17.3,8.5,0,0,0
2015,95.8,Tyus Jones,MIN,13,37,82,13,4.2,1.3,2.9,0.8,0.1,0.9,27.8,3.27,0.4,-3.6,98.6,109.3,23,41.0,45.0,15.1,7.7,0,0,0
2015,95.8,Solomon Hill,IND,7,59,82,31,4.2,2.8,1.0,0.6,0.2,0.6,9.3,1.73,0.4,0.8,104.8,101.1,0.06,50.5,54.3,12.8,9.1,0,0,0
2015,95.8,John Jenkins,PHX,14,43,82,18,4.1,1.3,0.8,0.2,0.0,0.6,11.1,1.3,0.4,-1.5,98.7,105.6,0.03,49.4,52.2,16.7,7.5,0,0,0
2015,95.8,Elton Brand,PHI,15,17,82,2,4.1,3.7,1.1,0.5,0.5,0.6,14.2,1.64,0.0,-2.2,90.1,97.1,71,43.1,46.1,16.8,9.5,0,0,0
2015,95.8,Chase Budinger,PHX,14,66,82,29,4.1,2.3,1.0,0.5,0.2,0.7,9.8,1.45,0.4,0.0,101.9,102.1,0.052000000000000005,48.5,51.4,13.8,7.4,0,0,0
2015,95.8,Brian Roberts,POR,5,51,82,26,4.0,0.8,1.1,0.2,0.0,0.5,20.5,2.35,0.3,-1.2,98.8,105.7,24,49.4,55.2,18.8,9.7,0,0,0
2015,95.8,Darrun Hilliard,DET,8,38,82,17,4.0,1.2,0.7,0.2,0.0,0.5,11.7,1.42,0.5,-0.1,100.6,102.3,0.036000000000000004,46.9,51.1,19.0,7.3,0,0,0
2015,95.8,Rakeem Christmas,IND,7,1,82,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,107.7,184.6,-139,100.0,100.0,14.3,7.6,0,0,0
2015,95.8,Anthony Brown,LAL,15,29,82,4,4.0,2.4,0.7,0.5,0.2,0.5,4.8,1.27,0.7,-1.2,100.3,102.6,73,38.9,42.7,10.9,3.7,0,0,0
2015,95.8,Omer Asik,NOP,12,68,82,29,4.0,6.1,0.4,0.3,0.3,0.9,3.2,0.43,0.0,-3.0,98.7,107.5,35,53.3,55.1,11.4,7.9,0,0,0
